,score,avg_moves,num_positivs,reward
8490,1840,88,1,10420.0
8491,1200,114,1,16984.0
8492,1420,112,1,18102.0
8493,660,79,1,7244.0
8494,1920,143,1,24886.0
8495,1380,114,1,18331.0
8496,920,85,1,10692.0
8497,720,82,1,8694.0
8498,720,74,1,6686.0
8499,520,74,1,6371.0
8500,880,90,1,10993.0
8501,380,63,1,3798.0
8502,640,79,1,7963.0
8503,40,26,1,-178.0
8504,580,75,1,6779.0
8505,1000,100,1,13104.0
8506,1020,101,1,13748.0
8507,820,82,1,9570.0
8508,800,87,1,9419.0
8509,780,75,1,8274.0
8510,1120,92,1,13941.0
8511,720,83,1,8759.0
8512,1740,131,1,22086.0
8513,720,82,1,9347.0
8514,480,68,1,5113.0
8515,260,54,1,1922.0
8516,720,80,1,7939.0
8517,600,79,1,7680.0
8518,520,61,1,6193.0
8519,1240,107,1,16088.0
8520,1060,106,1,15895.0
8521,1160,94,1,13395.0
8522,480,58,1,3428.0
8523,1000,87,1,11435.0
8524,1000,91,1,12145.0
8525,160,47,1,-653.0
8526,1500,109,1,16989.0
8527,460,66,1,3661.0
8528,700,81,1,9662.0
8529,1040,93,1,12955.0
8530,1780,128,1,20922.0
8531,600,73,1,6046.0
8532,680,71,1,9064.0
8533,280,58,1,2835.0
8534,1020,94,1,13288.0
8535,580,73,1,5362.0
8536,740,76,1,8539.0
8537,500,70,1,5886.0
8538,1520,103,1,16788.0
8539,500,66,1,5737.0
8540,940,82,1,10782.0
8541,980,97,1,11151.0
8542,540,74,1,6736.0
8543,600,78,1,7656.0
8544,1300,107,1,16155.0
8545,900,91,1,11893.0
8546,880,92,1,11217.0
8547,940,85,1,10841.0
8548,580,73,1,7428.0
8549,940,84,1,10074.0
8550,600,77,1,7442.0
8551,840,88,1,9367.0
8552,720,83,1,9368.0
8553,740,86,1,8774.0
8554,860,90,1,10156.0
8555,320,59,1,3248.0
8556,340,59,1,3063.0
8557,1100,95,1,14043.0
8558,600,78,1,7252.0
8559,1020,90,1,11327.0
8560,720,84,1,8963.0
8561,1520,72,1,6514.0
8562,980,94,1,11769.0
8563,400,55,1,4219.0
8564,740,80,1,8885.0
8565,1000,92,1,12237.0
8566,660,81,1,8786.0
8567,440,69,1,5144.0
8568,1100,104,1,14024.0
8569,860,88,1,10444.0
8570,600,76,1,6696.0
8571,740,81,1,8907.0
8572,960,96,1,13009.0
8573,380,58,1,4313.0
8574,620,73,1,7226.0
8575,640,79,1,7904.0
8576,380,65,1,3984.0
8577,440,67,1,4183.0
8578,1020,102,1,13405.0
8579,1100,101,1,14246.0
8580,840,89,1,10279.0
8581,820,81,1,9582.0
8582,520,69,1,5841.0
8583,540,74,1,6896.0
8584,1180,108,1,15382.0
8585,380,52,1,2490.0
8586,820,87,1,10446.0
8587,520,70,1,5761.0
8588,80,42,1,-288.0
8589,1880,128,1,22894.0
8590,340,56,1,3620.0
8591,80,47,1,-1166.0
8592,340,63,1,3908.0
8593,940,87,1,11440.0
8594,1060,88,1,12122.0
8595,440,66,1,4622.0
8596,340,58,1,1790.0
8597,520,73,1,6255.0
8598,680,79,1,8027.0
8599,660,79,1,8407.0
8600,740,73,1,7717.0
8601,680,80,1,8496.0
8602,960,95,1,13222.0
8603,1100,100,1,14682.0
8604,1060,103,1,13836.0
8605,1280,116,1,17301.0
8606,840,89,1,9838.0
8607,740,86,1,9909.0
8608,1940,144,1,25574.0
8609,960,96,1,11793.0
8610,900,93,1,11138.0
8611,540,73,1,6486.0
8612,520,71,1,6305.0
8613,400,64,1,4866.0
8614,280,57,1,2839.0
8615,520,66,1,5985.0
8616,720,84,1,8837.0
8617,900,95,1,12666.0
8618,420,51,1,5233.0
8619,460,69,1,5565.0
8620,1060,96,1,12642.0
8621,1260,88,1,13536.0
8622,1640,127,1,21039.0
8623,2000,92,1,14107.0
8624,1280,105,1,16425.0
8625,620,76,1,9009.0
8626,280,55,1,1446.0
8627,1220,110,1,15049.0
8628,700,70,1,7877.0
8629,320,61,1,3979.0
8630,660,78,1,7269.0
8631,1060,94,1,13419.0
8632,840,92,1,11299.0
8633,400,66,1,4125.0
8634,1960,86,1,11288.0
8635,280,59,1,2441.0
8636,540,64,1,5106.0
8637,440,69,1,5050.0
8638,860,77,1,9249.0
8639,380,67,1,4313.0
8640,680,82,1,8331.0
8641,500,72,1,6063.0
8642,480,69,1,4638.0
8643,960,98,1,12197.0
8644,600,73,1,6866.0
8645,960,96,1,12158.0
8646,820,83,1,10959.0
8647,440,69,1,5586.0
8648,600,67,1,5886.0
8649,280,56,1,2809.0
8650,360,64,1,4124.0
8651,660,81,1,8466.0
8652,400,64,1,4430.0
8653,1000,72,1,9385.0
8654,1480,131,1,20751.0
8655,1400,112,1,17425.0
8656,860,86,1,11302.0
8657,340,61,1,3073.0
8658,760,86,1,9611.0
8659,200,52,1,1236.0
8660,1160,91,1,13431.0
8661,900,94,1,11364.0
8662,340,57,1,3294.0
8663,200,54,1,1310.0
8664,840,92,1,10890.0
8665,540,65,1,5954.0
8666,860,90,1,10461.0
8667,500,67,1,5219.0
8668,780,79,1,8842.0
8669,640,81,1,7972.0
8670,1020,93,1,13273.0
