,score,avg_moves,num_positivs,reward
7849,280,59,1,2524.0
7850,240,54,1,1989.0
7851,380,65,1,3824.0
7852,380,64,1,4361.0
7853,640,65,1,6526.0
7854,560,74,1,6801.0
7855,200,55,1,1582.0
7856,900,85,1,12057.0
7857,380,65,1,3720.0
7858,240,55,1,1827.0
7859,540,75,1,6285.0
7860,800,83,1,9400.0
7861,640,80,1,7796.0
7862,980,86,1,10601.0
7863,280,58,1,2486.0
7864,760,85,1,8751.0
7865,1200,106,1,14279.0
7866,460,68,1,5293.0
7867,360,61,1,3181.0
7868,720,84,1,8568.0
7869,1360,121,1,18037.0
7870,480,69,1,4766.0
7871,440,58,1,4497.0
7872,460,66,1,5328.0
7873,920,78,1,9718.0
7874,740,84,1,8892.0
7875,720,84,1,8813.0
7876,880,95,1,11917.0
7877,840,90,1,10475.0
7878,320,62,1,3617.0
7879,580,74,1,6105.0
7880,180,48,1,420.0
7881,460,69,1,5839.0
7882,440,66,1,4456.0
7883,380,60,1,2524.0
7884,300,56,1,2366.0
7885,800,87,1,10688.0
7886,120,48,1,415.0
7887,200,50,1,1944.0
7888,820,81,1,9371.0
7889,420,66,1,4803.0
7890,800,86,1,9521.0
7891,920,95,1,11691.0
7892,1160,110,1,16851.0
7893,440,68,1,5169.0
7894,1000,89,1,11325.0
7895,480,62,1,5534.0
7896,760,84,1,8584.0
7897,660,82,1,8649.0
7898,280,59,1,2336.0
7899,680,82,1,8299.0
7900,1800,135,1,23963.0
7901,1020,83,1,11068.0
7902,980,97,1,12132.0
7903,660,78,1,6469.0
7904,1320,119,1,18226.0
7905,400,62,1,4962.0
7906,1080,85,1,11802.0
7907,920,81,1,9792.0
7908,840,89,1,10560.0
7909,580,77,1,7340.0
7910,860,90,1,10179.0
7911,200,55,1,1666.0
7912,680,79,1,8276.0
7913,700,84,1,9169.0
7914,1560,114,1,17848.0
7915,280,56,1,2892.0
7916,340,61,1,3385.0
7917,660,70,1,7144.0
7918,720,80,1,8394.0
7919,320,60,1,3477.0
7920,740,82,1,9302.0
7921,580,72,1,6905.0
7922,700,82,1,8529.0
7923,860,90,1,11048.0
7924,840,88,1,10701.0
7925,200,52,1,1370.0
7926,520,73,1,6480.0
7927,700,83,1,8457.0
7928,500,72,1,5773.0
7929,940,85,1,9995.0
7930,900,98,1,12157.0
7931,680,75,1,8826.0
7932,620,75,1,5934.0
7933,620,79,1,7490.0
7934,640,80,1,7830.0
7935,360,62,1,3500.0
7936,1080,97,1,13471.0
7937,440,67,1,5370.0
7938,340,58,1,2725.0
7939,700,82,1,8471.0
7940,1000,102,1,13845.0
7941,800,88,1,9474.0
7942,620,78,1,7089.0
7943,780,88,1,9381.0
7944,740,84,1,8809.0
7945,920,88,1,11029.0
7946,460,68,1,5485.0
7947,340,59,1,2779.0
7948,460,71,1,5348.0
7949,980,95,1,11267.0
7950,760,83,1,8799.0
7951,700,81,1,7798.0
7952,460,69,1,5425.0
7953,1100,104,1,14192.0
7954,300,55,1,2944.0
7955,1000,86,1,10890.0
7956,160,52,1,562.0
7957,480,70,1,5590.0
7958,800,89,1,10897.0
7959,500,71,1,5459.0
7960,400,65,1,4574.0
7961,980,89,1,11421.0
7962,240,55,1,1809.0
7963,860,92,1,11083.0
7964,880,93,1,10690.0
7965,1060,92,1,12822.0
7966,320,62,1,2446.0
7967,680,80,1,8000.0
7968,1160,108,1,15492.0
7969,600,79,1,8124.0
7970,900,92,1,10492.0
7971,1220,101,1,15074.0
7972,960,98,1,13114.0
7973,900,93,1,11420.0
7974,540,72,1,6289.0
7975,840,80,1,9556.0
7976,920,84,1,9518.0
7977,760,87,1,9647.0
7978,780,86,1,9722.0
7979,660,76,1,7781.0
7980,240,55,1,1658.0
7981,500,71,1,5919.0
7982,760,85,1,9149.0
7983,340,62,1,3141.0
7984,400,69,1,5059.0
7985,780,76,1,7892.0
7986,620,76,1,7830.0
7987,1460,118,1,18830.0
7988,580,77,1,7565.0
7989,360,64,1,3461.0
7990,380,61,1,4562.0
7991,420,64,1,4694.0
7992,1040,100,1,13167.0
7993,600,79,1,7909.0
7994,700,84,1,9245.0
7995,680,67,1,7293.0
7996,500,72,1,4945.0
7997,940,95,1,12125.0
7998,540,71,1,5690.0
7999,460,67,1,4072.0
8000,820,76,1,8381.0
8001,720,82,1,7725.0
8002,420,67,1,4612.0
8003,820,79,1,9720.0
8004,740,84,1,9040.0
8005,720,83,1,8712.0
8006,500,62,1,4345.0
8007,680,81,1,8515.0
8008,460,67,1,5014.0
8009,1200,109,1,16033.0
8010,780,88,1,10135.0
8011,380,63,1,3572.0
8012,620,68,1,6857.0
8013,800,91,1,10663.0
8014,420,66,1,4018.0
8015,820,88,1,10154.0
8016,860,88,1,9401.0
8017,900,94,1,11791.0
8018,640,68,1,5946.0
8019,800,79,1,8947.0
8020,900,92,1,10740.0
8021,520,73,1,5660.0
8022,500,72,1,6248.0
8023,580,77,1,7204.0
8024,720,85,1,8764.0
8025,800,78,1,8800.0
8026,640,79,1,7315.0
8027,920,90,1,12028.0
8028,460,66,1,5229.0
8029,820,78,1,8288.0
8030,320,60,1,3143.0
8031,880,95,1,12081.0
8032,440,67,1,5172.0
8033,900,95,1,12019.0
8034,880,90,1,10358.0
8035,520,72,1,5793.0
8036,280,57,1,1742.0
8037,400,61,1,4265.0
8038,620,78,1,6879.0
8039,500,72,1,5683.0
8040,820,87,1,9793.0
8041,360,63,1,3511.0
8042,660,64,1,6201.0
8043,260,54,1,2417.0
8044,1000,100,1,13588.0
8045,880,76,1,9412.0
8046,220,54,1,525.0
8047,500,71,1,4986.0
8048,680,68,1,7242.0
8049,400,63,1,3715.0
8050,480,71,1,6285.0
8051,260,55,1,2227.0
8052,280,58,1,2960.0
8053,960,99,1,12341.0
8054,540,73,1,6513.0
8055,620,80,1,7918.0
8056,160,41,1,1297.0
8057,920,97,1,11965.0
8058,800,88,1,9963.0
8059,580,75,1,6255.0
8060,340,61,1,2248.0
8061,660,82,1,7874.0
8062,580,71,1,7345.0
8063,520,74,1,6734.0
8064,980,98,1,12922.0
8065,1140,106,1,14491.0
8066,500,72,1,6172.0
8067,840,90,1,11452.0
8068,600,76,1,7554.0
8069,360,65,1,4155.0
8070,780,87,1,9906.0
8071,600,77,1,7013.0
8072,1580,113,1,18417.0
8073,300,60,1,2237.0
8074,680,82,1,7454.0
8075,500,70,1,5846.0
