,score,avg_moves,num_positivs
3210,0,38,0
3211,0,28,0
3212,0,33,0
3213,0,23,0
3214,0,26,0
3215,40,33,1
3216,0,26,0
3217,40,38,1
3218,40,33,1
3219,0,27,0
3220,40,33,1
3221,280,54,1
3222,0,21,0
3223,180,47,1
3224,0,25,0
3225,0,24,0
3226,40,31,1
3227,0,28,0
3228,260,48,1
3229,0,24,0
3230,0,27,0
3231,0,24,0
3232,0,28,0
3233,100,40,1
3234,140,43,1
3235,80,41,1
3236,120,41,1
3237,0,25,0
3238,0,27,0
3239,0,35,0
3240,0,31,0
3241,0,20,0
3242,40,37,1
3243,80,36,1
3244,300,43,1
3245,0,29,0
3246,160,41,1
3247,120,38,1
3248,200,41,1
3249,40,32,1
3250,80,35,1
3251,380,53,1
3252,240,56,1
3253,0,29,0
3254,80,41,1
3255,80,35,1
3256,100,27,1
3257,0,27,0
3258,100,41,1
3259,80,39,1
3260,40,35,1
3261,0,35,0
3262,80,37,1
3263,0,34,0
3264,0,33,0
3265,200,28,1
3266,0,37,0
3267,0,31,0
3268,0,31,0
3269,0,22,0
3270,100,38,1
3271,0,32,0
3272,40,34,1
3273,0,29,0
3274,0,21,0
3275,0,21,0
3276,220,49,1
3277,420,47,1
3278,0,28,0
3279,40,34,1
3280,0,24,0
3281,100,26,1
3282,0,26,0
3283,0,27,0
3284,0,26,0
3285,0,25,0
3286,0,29,0
3287,0,24,0
3288,0,33,0
3289,0,27,0
3290,1340,39,1
3291,0,24,0
3292,0,27,0
3293,300,26,1
3294,140,39,1
3295,0,35,0
3296,40,36,1
3297,0,23,0
3298,100,29,1
3299,0,32,0
3300,80,45,1
3301,0,35,0
3302,40,32,1
3303,0,32,0
3304,0,23,0
3305,0,24,0
3306,0,25,0
3307,40,36,1
3308,0,35,0
3309,0,31,0
3310,0,30,0
3311,220,46,1
3312,0,28,0
3313,140,32,1
3314,80,36,1
3315,0,25,0
3316,80,41,1
3317,100,38,1
3318,240,48,1
3319,300,47,1
3320,0,28,0
3321,0,30,0
3322,140,36,1
3323,0,21,0
3324,0,32,0
3325,140,31,1
3326,0,27,0
3327,0,24,0
3328,100,36,1
3329,440,33,1
3330,0,27,0
3331,40,38,1
3332,140,44,1
3333,80,38,1
3334,0,30,0
3335,0,22,0
3336,0,23,0
3337,0,29,0
3338,0,23,0
3339,0,38,0
3340,0,26,0
3341,0,32,0
3342,0,24,0
3343,340,55,1
3344,120,40,1
3345,0,29,0
3346,0,24,0
3347,80,27,1
3348,0,28,0
3349,0,31,0
3350,0,26,0
3351,0,28,0
3352,0,23,0
3353,40,40,1
3354,0,23,0
3355,80,21,1
3356,0,32,0
3357,0,23,0
3358,340,40,1
3359,0,26,0
3360,0,26,0
3361,40,40,1
3362,40,30,1
3363,100,44,1
3364,0,34,0
3365,220,43,1
3366,0,34,0
3367,0,26,0
3368,0,35,0
3369,0,25,0
3370,40,37,1
3371,0,39,0
3372,0,30,0
3373,0,30,0
3374,0,21,0
3375,0,31,0
3376,40,34,1
3377,0,27,0
3378,40,32,1
3379,0,29,0
3380,40,36,1
3381,300,49,1
3382,0,37,0
3383,100,42,1
3384,40,36,1
3385,0,17,0
3386,40,43,1
3387,140,43,1
3388,0,32,0
3389,0,22,0
3390,0,27,0
3391,0,19,0
3392,0,26,0
3393,180,45,1
3394,0,28,0
3395,100,40,1
3396,0,24,0
3397,100,33,1
3398,0,24,0
3399,0,28,0
3400,40,39,1
3401,520,51,1
3402,40,22,1
3403,0,21,0
3404,0,29,0
3405,0,25,0
3406,160,42,1
3407,0,31,0
3408,0,36,0
3409,0,31,0
3410,0,24,0
3411,0,36,0
3412,0,26,0
3413,0,26,0
3414,0,28,0
3415,100,45,1
3416,40,36,1
3417,640,37,1
3418,40,35,1
3419,140,39,1
3420,0,27,0
3421,0,29,0
3422,40,42,1
3423,0,24,0
3424,140,46,1
3425,0,38,0
3426,0,23,0
3427,100,34,1
3428,0,23,0
3429,40,35,1
3430,460,49,1
3431,40,31,1
3432,0,29,0
3433,100,19,1
3434,0,24,0
3435,0,26,0
3436,100,42,1
3437,0,25,0
3438,0,30,0
3439,0,25,0
3440,0,35,0
3441,40,40,1
3442,0,31,0
3443,40,32,1
3444,100,24,1
3445,0,22,0
3446,600,50,1
3447,0,26,0
3448,0,26,0
3449,240,33,1
3450,0,28,0
3451,0,32,0
3452,80,43,1
3453,40,41,1
3454,0,25,0
3455,140,39,1
3456,100,37,1
3457,0,26,0
3458,0,16,0
3459,40,31,1
3460,40,32,1
3461,0,29,0
3462,40,39,1
3463,0,26,0
3464,0,25,0
3465,0,27,0
3466,0,27,0
3467,0,23,0
3468,40,33,1
3469,40,40,1
3470,380,52,1
3471,220,47,1
3472,0,27,0
3473,0,36,0
3474,0,31,0
3475,0,27,0
3476,40,42,1
3477,0,34,0
3478,280,49,1
3479,0,23,0
3480,160,34,1
3481,0,24,0
3482,0,24,0
3483,180,47,1
3484,0,29,0
3485,0,32,0
3486,40,37,1
3487,0,29,0
3488,200,42,1
3489,140,28,1
3490,0,33,0
3491,40,37,1
3492,0,23,0
3493,300,21,1
3494,100,20,1
3495,0,26,0
3496,40,30,1
3497,0,25,0
3498,0,32,0
3499,40,31,1
3500,0,24,0
3501,0,29,0
3502,0,36,0
3503,0,31,0
3504,80,42,1
3505,0,30,0
3506,440,51,1
3507,0,25,0
3508,0,30,0
3509,100,32,1
3510,80,31,1
3511,100,44,1
3512,0,30,0
3513,0,34,0
3514,0,39,0
3515,40,30,1
3516,40,36,1
3517,0,26,0
3518,0,24,0
3519,0,40,0
3520,0,35,0
3521,0,30,0
3522,0,23,0
3523,0,23,0
3524,80,37,1
3525,0,32,0
3526,80,29,1
3527,0,26,0
3528,0,30,0
3529,0,26,0
3530,120,40,1
3531,40,37,1
3532,0,28,0
3533,0,29,0
3534,0,23,0
3535,40,30,1
3536,0,30,0
3537,0,25,0
3538,80,37,1
3539,100,28,1
3540,0,29,0
3541,0,18,0
3542,80,34,1
3543,80,24,1
3544,0,19,0
3545,0,32,0
3546,300,24,1
3547,0,29,0
3548,40,38,1
3549,80,36,1
3550,0,35,0
3551,0,28,0
3552,40,29,1
3553,640,37,1
3554,80,44,1
3555,0,28,0
3556,80,40,1
3557,100,39,1
3558,0,28,0
3559,0,38,0
3560,40,31,1
3561,400,44,1
3562,0,26,0
3563,0,24,0
3564,0,24,0
3565,300,22,1
3566,0,33,0
3567,360,62,1
3568,0,25,0
3569,0,23,0
3570,0,30,0
3571,260,48,1
3572,100,33,1
3573,100,19,1
3574,0,23,0
3575,340,52,1
3576,200,46,1
3577,0,28,0
3578,400,52,1
3579,140,43,1
3580,0,22,0
3581,0,27,0
3582,0,25,0
3583,0,37,0
3584,0,35,0
3585,0,32,0
3586,0,32,0
3587,0,27,0
3588,0,25,0
3589,180,40,1
3590,140,39,1
3591,80,43,1
3592,380,37,1
3593,0,21,0
3594,0,28,0
3595,0,32,0
3596,0,29,0
3597,120,41,1
3598,140,46,1
3599,0,28,0
3600,0,27,0
3601,0,25,0
3602,0,29,0
3603,440,42,1
3604,200,48,1
3605,0,32,0
3606,100,30,1
3607,0,22,0
3608,0,26,0
3609,0,27,0
3610,0,30,0
3611,0,26,0
3612,0,30,0
3613,540,44,1
3614,300,35,1
3615,0,25,0
3616,0,28,0
3617,40,36,1
3618,0,32,0
3619,0,38,0
3620,100,23,1
3621,0,24,0
3622,120,38,1
3623,80,23,1
3624,300,40,1
3625,300,26,1
3626,0,27,0
3627,340,47,1
3628,160,49,1
3629,0,32,0
3630,180,31,1
3631,0,26,0
3632,0,33,0
3633,0,29,0
3634,0,29,0
3635,400,43,1
3636,180,41,1
3637,0,31,0
3638,0,26,0
3639,40,35,1
3640,0,26,0
3641,40,35,1
3642,40,41,1
3643,80,32,1
3644,40,42,1
3645,40,36,1
3646,100,28,1
3647,0,26,0
3648,0,33,0
3649,0,35,0
3650,40,36,1
3651,0,22,0
3652,0,27,0
3653,0,28,0
3654,0,37,0
3655,160,44,1
3656,0,23,0
3657,0,28,0
3658,0,35,0
3659,80,36,1
3660,0,28,0
3661,0,37,0
3662,0,35,0
3663,100,31,1
3664,0,25,0
3665,0,24,0
3666,0,25,0
3667,260,47,1
3668,0,28,0
3669,40,35,1
3670,180,49,1
3671,200,50,1
3672,40,42,1
3673,40,34,1
3674,0,28,0
3675,0,27,0
3676,80,32,1
3677,180,50,1
3678,40,35,1
3679,0,28,0
3680,0,33,0
3681,80,39,1
3682,80,41,1
3683,80,45,1
3684,0,27,0
3685,40,35,1
3686,260,44,1
3687,240,53,1
3688,0,32,0
3689,460,51,1
3690,1240,49,1
3691,0,24,0
3692,0,24,0
3693,200,48,1
3694,0,39,0
3695,80,39,1
3696,100,26,1
3697,0,40,0
3698,300,42,1
3699,0,25,0
3700,0,31,0
3701,80,44,1
3702,0,28,0
3703,0,26,0
3704,0,21,0
3705,0,20,0
3706,0,30,0
3707,0,35,0
3708,0,26,0
3709,0,24,0
3710,0,28,0
3711,120,35,1
3712,0,27,0
3713,140,43,1
3714,0,27,0
3715,0,26,0
3716,180,46,1
3717,0,30,0
3718,1380,45,1
3719,0,27,0
3720,0,25,0
3721,0,36,0
3722,40,32,1
3723,0,32,0
3724,0,23,0
3725,0,26,0
3726,0,22,0
3727,0,18,0
3728,0,28,0
3729,0,25,0
3730,0,31,0
3731,0,22,0
3732,0,24,0
3733,80,42,1
3734,40,38,1
3735,0,33,0
3736,0,32,0
3737,0,30,0
3738,40,32,1
3739,0,31,0
3740,1400,42,1
3741,140,40,1
3742,40,31,1
3743,0,25,0
3744,0,29,0
3745,220,51,1
3746,0,31,0
3747,140,46,1
3748,0,32,0
3749,0,25,0
3750,300,36,1
3751,0,30,0
3752,100,21,1
3753,0,22,0
3754,100,41,1
3755,260,47,1
3756,0,32,0
3757,80,40,1
3758,120,40,1
3759,0,26,0
3760,40,36,1
3761,440,42,1
3762,0,39,0
3763,0,26,0
3764,0,26,0
3765,340,30,1
3766,0,20,0
3767,0,24,0
3768,0,38,0
3769,40,25,1
3770,40,32,1
3771,0,25,0
3772,80,43,1
3773,40,43,1
3774,0,28,0
3775,0,38,0
3776,0,28,0
3777,140,32,1
3778,0,26,0
3779,0,31,0
3780,0,24,0
3781,0,36,0
3782,0,29,0
3783,460,62,1
3784,0,23,0
3785,0,24,0
3786,0,31,0
3787,0,32,0
3788,0,23,0
3789,0,22,0
3790,480,48,1
3791,40,32,1
3792,180,48,1
3793,140,38,1
3794,0,25,0
3795,40,37,1
3796,0,38,0
3797,40,33,1
3798,140,41,1
3799,0,38,0
3800,0,25,0
3801,0,25,0
3802,0,25,0
3803,80,45,1
3804,80,34,1
3805,0,30,0
3806,80,37,1
3807,40,33,1
3808,40,34,1
3809,0,32,0
3810,0,30,0
3811,0,24,0
3812,200,42,1
3813,0,34,0
3814,80,45,1
3815,40,38,1
3816,120,38,1
3817,100,39,1
3818,200,45,1
3819,0,24,0
3820,0,39,0
3821,0,27,0
3822,0,30,0
3823,0,30,0
3824,0,31,0
3825,0,21,0
3826,40,36,1
3827,80,37,1
3828,0,32,0
3829,0,23,0
3830,0,30,0
3831,80,44,1
3832,0,28,0
3833,0,25,0
3834,100,42,1
3835,0,36,0
3836,0,20,0
3837,80,38,1
3838,40,29,1
3839,0,28,0
3840,0,35,0
3841,0,25,0
3842,220,39,1
3843,0,25,0
3844,0,30,0
3845,0,27,0
3846,80,37,1
3847,0,23,0
3848,0,36,0
3849,140,39,1
3850,0,24,0
3851,0,19,0
3852,40,29,1
3853,0,34,0
3854,0,29,0
3855,300,27,1
3856,0,24,0
3857,0,24,0
3858,0,33,0
3859,300,22,1
3860,0,21,0
3861,0,29,0
3862,0,21,0
3863,100,41,1
3864,0,29,0
3865,0,25,0
3866,0,36,0
3867,0,25,0
3868,80,39,1
3869,160,45,1
3870,80,36,1
3871,0,39,0
3872,0,25,0
3873,40,30,1
3874,0,36,0
3875,0,24,0
3876,0,29,0
3877,0,21,0
3878,0,31,0
3879,40,36,1
3880,100,34,1
3881,0,25,0
3882,0,35,0
3883,0,25,0
3884,40,32,1
3885,0,35,0
3886,0,25,0
3887,100,44,1
3888,220,47,1
3889,0,25,0
3890,0,18,0
3891,0,29,0
3892,0,23,0
3893,540,40,1
3894,40,42,1
3895,0,21,0
3896,0,26,0
3897,100,22,1
3898,40,38,1
3899,340,48,1
3900,140,43,1
3901,40,32,1
3902,0,29,0
3903,0,36,0
3904,0,35,0
3905,0,23,0
3906,0,27,0
3907,0,35,0
3908,0,33,0
3909,0,25,0
3910,0,26,0
3911,620,62,1
3912,40,34,1
3913,0,26,0
3914,0,29,0
3915,0,30,0
3916,0,29,0
3917,0,27,0
3918,100,30,1
3919,100,28,1
3920,0,22,0
3921,0,23,0
3922,0,34,0
3923,0,26,0
3924,0,24,0
3925,0,21,0
3926,0,36,0
3927,0,33,0
3928,40,38,1
3929,0,28,0
3930,0,29,0
3931,0,25,0
3932,540,47,1
3933,0,28,0
3934,220,41,1
3935,0,29,0
3936,100,40,1
3937,0,38,0
3938,0,23,0
3939,0,31,0
3940,0,30,0
3941,100,26,1
3942,40,31,1
3943,0,22,0
3944,300,20,1
3945,40,35,1
3946,0,25,0
3947,0,23,0
3948,0,28,0
3949,0,26,0
3950,100,23,1
3951,300,29,1
3952,260,45,1
3953,0,19,0
3954,0,20,0
3955,100,32,1
3956,0,27,0
3957,40,37,1
3958,0,27,0
3959,0,26,0
3960,0,28,0
3961,80,31,1
3962,0,40,0
3963,0,32,0
3964,340,41,1
3965,0,23,0
3966,0,30,0
3967,0,25,0
3968,0,22,0
3969,40,26,1
3970,40,38,1
3971,40,34,1
3972,0,27,0
3973,0,30,0
3974,0,30,0
3975,0,23,0
3976,0,28,0
3977,0,22,0
3978,0,36,0
3979,0,27,0
3980,100,34,1
3981,0,22,0
3982,0,29,0
3983,40,43,1
3984,300,32,1
3985,40,35,1
3986,0,32,0
3987,40,31,1
3988,200,44,1
3989,0,24,0
3990,0,32,0
3991,0,28,0
3992,0,28,0
3993,0,32,0
3994,0,28,0
3995,0,24,0
3996,0,23,0
3997,0,29,0
3998,0,21,0
3999,0,26,0
4000,0,27,0
4001,300,51,1
4002,200,52,1
4003,0,34,0
4004,300,21,1
4005,0,30,0
4006,0,22,0
4007,180,37,1
4008,40,40,1
4009,0,28,0
4010,0,37,0
4011,0,29,0
4012,0,26,0
4013,0,31,0
4014,0,30,0
4015,40,32,1
4016,180,42,1
4017,80,41,1
4018,0,28,0
4019,40,32,1
4020,0,30,0
4021,0,19,0
4022,380,32,1
4023,0,24,0
4024,0,24,0
4025,40,37,1
4026,140,27,1
4027,0,33,0
4028,0,28,0
4029,480,52,1
4030,0,25,0
4031,0,27,0
4032,180,38,1
4033,120,33,1
4034,0,24,0
4035,80,33,1
4036,0,29,0
4037,340,27,1
4038,520,58,1
4039,0,28,0
4040,0,36,0
4041,0,29,0
4042,0,22,0
4043,0,28,0
4044,120,32,1
4045,0,21,0
4046,0,26,0
4047,40,29,1
4048,0,23,0
4049,0,33,0
4050,0,28,0
4051,40,29,1
4052,280,53,1
4053,0,27,0
4054,0,32,0
4055,40,31,1
4056,140,42,1
4057,0,21,0
4058,0,39,0
4059,100,44,1
4060,0,27,0
4061,0,33,0
4062,0,25,0
4063,0,41,0
4064,0,28,0
4065,0,25,0
4066,480,63,1
4067,0,30,0
4068,0,27,0
4069,100,26,1
4070,0,35,0
4071,0,39,0
4072,0,35,0
4073,0,23,0
4074,100,33,1
4075,0,23,0
4076,300,29,1
4077,0,34,0
4078,0,39,0
4079,80,31,1
4080,0,25,0
4081,120,40,1
4082,0,20,0
4083,280,47,1
4084,0,33,0
4085,0,24,0
4086,0,25,0
4087,220,36,1
4088,80,41,1
4089,80,38,1
4090,0,27,0
4091,0,25,0
4092,0,29,0
4093,0,34,0
4094,0,29,0
4095,0,22,0
4096,0,32,0
4097,0,24,0
4098,0,24,0
4099,300,45,1
4100,40,30,1
4101,0,39,0
4102,40,36,1
4103,0,24,0
4104,0,32,0
4105,0,20,0
4106,0,33,0
4107,100,36,1
4108,0,27,0
4109,0,31,0
4110,0,28,0
4111,0,24,0
4112,100,37,1
4113,40,43,1
4114,0,31,0
4115,40,35,1
4116,0,27,0
4117,0,41,0
4118,0,29,0
4119,0,22,0
4120,0,27,0
4121,0,29,0
4122,0,22,0
4123,0,25,0
4124,80,23,1
4125,180,42,1
4126,0,24,0
4127,0,29,0
4128,0,32,0
4129,100,26,1
4130,40,41,1
4131,300,28,1
4132,160,48,1
4133,0,27,0
4134,100,37,1
4135,0,28,0
4136,0,25,0
4137,220,48,1
4138,0,35,0
4139,0,25,0
4140,0,22,0
4141,0,37,0
4142,0,25,0
4143,0,27,0
4144,40,32,1
4145,0,19,0
4146,0,32,0
4147,100,35,1
4148,300,40,1
4149,0,20,0
4150,0,28,0
4151,40,38,1
4152,0,29,0
4153,0,17,0
4154,0,36,0
4155,0,21,0
4156,120,43,1
4157,0,27,0
4158,0,27,0
4159,0,29,0
4160,0,31,0
4161,220,47,1
4162,120,45,1
4163,80,31,1
4164,380,50,1
4165,0,26,0
4166,0,29,0
4167,0,34,0
4168,0,26,0
4169,0,34,0
4170,100,30,1
4171,0,34,0
4172,280,47,1
4173,0,30,0
4174,0,27,0
4175,0,31,0
4176,0,33,0
4177,0,31,0
4178,100,37,1
4179,0,30,0
4180,0,24,0
4181,40,38,1
4182,40,37,1
4183,0,25,0
4184,0,27,0
4185,0,22,0
4186,40,32,1
4187,0,21,0
4188,100,40,1
4189,0,25,0
4190,240,49,1
4191,40,35,1
4192,40,34,1
4193,0,28,0
4194,0,21,0
4195,0,31,0
4196,0,24,0
4197,0,27,0
4198,0,25,0
4199,0,35,0
4200,0,31,0
4201,0,26,0
4202,0,32,0
4203,220,40,1
4204,0,20,0
4205,560,56,1
4206,0,23,0
4207,40,33,1
4208,0,26,0
4209,0,23,0
4210,0,28,0
4211,0,26,0
4212,0,23,0
4213,0,18,0
4214,180,41,1
4215,0,32,0
4216,0,24,0
4217,0,28,0
4218,120,37,1
4219,0,26,0
4220,0,28,0
4221,80,45,1
4222,0,29,0
4223,0,26,0
4224,0,26,0
4225,0,33,0
4226,160,43,1
4227,0,22,0
4228,0,34,0
4229,0,24,0
4230,220,49,1
4231,260,54,1
4232,120,43,1
4233,220,50,1
4234,0,29,0
4235,100,28,1
4236,0,29,0
4237,160,47,1
4238,0,25,0
4239,40,42,1
4240,0,24,0
4241,280,55,1
4242,0,35,0
4243,300,24,1
4244,0,24,0
4245,100,41,1
4246,0,26,0
4247,0,31,0
4248,0,23,0
4249,0,23,0
4250,0,24,0
4251,0,23,0
4252,40,39,1
4253,0,25,0
4254,0,29,0
4255,0,24,0
4256,0,23,0
4257,40,32,1
4258,0,24,0
4259,40,36,1
4260,0,24,0
4261,0,29,0
4262,1300,45,1
4263,40,23,1
4264,340,47,1
4265,200,33,1
4266,40,39,1
4267,0,34,0
4268,40,36,1
4269,0,38,0
4270,80,41,1
4271,40,36,1
4272,40,34,1
4273,0,29,0
4274,180,39,1
4275,0,30,0
4276,220,54,1
4277,0,24,0
4278,80,25,1
4279,0,24,0
4280,40,32,1
4281,0,39,0
4282,100,39,1
4283,100,38,1
4284,0,23,0
4285,40,33,1
4286,0,29,0
4287,0,28,0
4288,40,32,1
4289,280,47,1
4290,560,60,1
4291,0,30,0
4292,0,25,0
4293,100,36,1
4294,0,24,0
4295,120,37,1
4296,0,27,0
4297,0,26,0
4298,0,24,0
4299,40,40,1
4300,0,30,0
4301,300,26,1
4302,0,30,0
4303,0,30,0
4304,0,34,0
4305,0,38,0
4306,180,37,1
4307,220,54,1
4308,0,23,0
4309,0,37,0
4310,0,34,0
4311,0,27,0
4312,140,45,1
4313,120,40,1
4314,0,23,0
4315,40,38,1
4316,40,35,1
4317,0,26,0
4318,80,43,1
4319,80,44,1
4320,0,27,0
4321,0,27,0
4322,0,30,0
4323,400,44,1
4324,0,37,0
4325,80,40,1
4326,120,33,1
4327,0,34,0
4328,0,23,0
4329,40,41,1
4330,40,38,1
4331,0,25,0
4332,0,29,0
4333,0,27,0
4334,0,26,0
4335,180,44,1
4336,0,17,0
4337,80,36,1
4338,0,30,0
4339,40,41,1
4340,0,31,0
4341,0,25,0
4342,0,29,0
4343,320,53,1
4344,0,26,0
4345,0,30,0
4346,120,43,1
4347,0,25,0
4348,0,28,0
4349,0,25,0
4350,0,28,0
4351,0,28,0
4352,140,49,1
4353,0,27,0
4354,0,27,0
4355,0,23,0
4356,0,30,0
4357,40,28,1
4358,240,51,1
4359,0,35,0
4360,380,50,1
4361,180,33,1
4362,40,36,1
4363,0,27,0
4364,0,29,0
4365,40,34,1
4366,180,50,1
4367,0,25,0
4368,100,28,1
4369,80,45,1
4370,0,31,0
4371,0,24,0
4372,520,47,1
4373,0,23,0
4374,0,25,0
4375,0,25,0
4376,0,33,0
4377,0,38,0
4378,0,25,0
4379,0,37,0
4380,40,34,1
4381,0,27,0
4382,180,44,1
4383,40,31,1
4384,220,53,1
4385,40,36,1
4386,220,47,1
4387,0,29,0
4388,0,22,0
4389,0,31,0
4390,0,37,0
4391,0,33,0
4392,0,37,0
4393,0,31,0
4394,40,35,1
4395,0,34,0
4396,0,34,0
4397,300,29,1
4398,0,26,0
4399,0,27,0
4400,0,30,0
4401,40,38,1
4402,0,19,0
4403,180,49,1
4404,0,28,0
4405,0,28,0
4406,140,27,1
4407,160,40,1
4408,140,42,1
4409,140,41,1
4410,0,28,0
4411,40,38,1
4412,0,29,0
4413,0,39,0
4414,0,37,0
4415,0,25,0
4416,0,34,0
4417,0,32,0
4418,40,34,1
4419,0,24,0
4420,100,43,1
4421,0,33,0
4422,0,39,0
4423,0,25,0
4424,140,36,1
4425,0,35,0
4426,260,54,1
4427,220,39,1
4428,0,25,0
4429,0,27,0
4430,40,33,1
4431,300,27,1
4432,0,32,0
4433,100,44,1
4434,0,24,0
4435,200,45,1
4436,0,23,0
4437,0,33,0
4438,180,41,1
4439,0,24,0
4440,0,35,0
4441,0,29,0
4442,0,17,0
4443,0,36,0
4444,0,25,0
4445,0,19,0
4446,0,27,0
4447,40,32,1
4448,100,45,1
4449,0,30,0
4450,0,23,0
4451,80,39,1
4452,0,26,0
4453,0,24,0
4454,0,27,0
4455,120,46,1
4456,0,26,0
4457,40,41,1
4458,0,26,0
4459,0,25,0
4460,0,26,0
4461,0,28,0
4462,180,43,1
4463,0,24,0
4464,100,30,1
4465,0,25,0
4466,0,21,0
4467,40,30,1
4468,0,28,0
4469,0,22,0
4470,140,30,1
4471,100,25,1
4472,0,34,0
4473,0,29,0
4474,80,35,1
4475,0,29,0
4476,40,37,1
4477,0,26,0
4478,100,41,1
4479,140,32,1
4480,40,33,1
4481,100,37,1
4482,320,50,1
4483,100,40,1
4484,0,26,0
4485,0,24,0
4486,180,37,1
4487,0,40,0
4488,120,41,1
4489,280,44,1
4490,0,36,0
4491,80,35,1
4492,40,29,1
4493,0,24,0
4494,100,33,1
4495,440,34,1
4496,0,26,0
4497,0,27,0
4498,0,19,0
4499,0,24,0
4500,0,25,0
4501,0,29,0
4502,0,28,0
4503,160,45,1
4504,80,43,1
4505,0,35,0
4506,0,22,0
4507,140,32,1
4508,0,39,0
4509,0,27,0
4510,40,40,1
4511,0,30,0
4512,220,48,1
4513,0,24,0
4514,0,38,0
4515,160,45,1
4516,180,41,1
4517,100,42,1
4518,0,27,0
4519,520,57,1
4520,80,29,1
4521,0,33,0
4522,0,22,0
4523,0,24,0
4524,0,37,0
4525,0,22,0
4526,0,35,0
4527,0,27,0
4528,40,43,1
4529,0,23,0
4530,0,38,0
4531,40,29,1
4532,0,30,0
4533,0,30,0
4534,0,27,0
4535,40,38,1
4536,120,35,1
4537,40,35,1
4538,0,39,0
4539,140,36,1
4540,40,37,1
4541,40,35,1
4542,0,21,0
4543,80,39,1
4544,0,21,0
4545,100,30,1
4546,0,22,0
4547,0,37,0
4548,0,26,0
4549,0,35,0
4550,100,28,1
4551,0,27,0
4552,0,31,0
4553,0,37,0
4554,0,38,0
4555,0,24,0
4556,0,25,0
4557,0,29,0
4558,40,41,1
4559,1200,36,1
4560,0,21,0
4561,140,38,1
4562,0,34,0
4563,220,48,1
4564,0,39,0
4565,0,25,0
4566,0,33,0
4567,0,36,0
4568,0,17,0
4569,0,29,0
4570,140,45,1
4571,40,37,1
4572,0,28,0
4573,40,31,1
4574,40,28,1
4575,300,44,1
4576,500,43,1
4577,40,34,1
4578,0,23,0
4579,560,47,1
4580,520,55,1
4581,40,32,1
4582,0,37,0
4583,0,22,0
4584,0,25,0
4585,160,48,1
4586,0,29,0
4587,100,45,1
4588,0,28,0
4589,0,36,0
4590,280,50,1
4591,180,46,1
4592,0,31,0
4593,0,33,0
4594,0,23,0
4595,0,35,0
4596,140,46,1
4597,1200,43,1
4598,0,29,0
4599,100,30,1
4600,140,42,1
4601,360,60,1
4602,0,30,0
4603,80,20,1
4604,40,35,1
4605,100,36,1
4606,0,24,0
4607,0,26,0
4608,0,31,0
4609,80,41,1
4610,140,32,1
4611,0,21,0
4612,0,24,0
4613,0,27,0
4614,80,36,1
4615,40,38,1
4616,0,32,0
4617,0,29,0
4618,0,25,0
4619,380,55,1
4620,260,53,1
4621,0,26,0
4622,0,33,0
4623,0,22,0
4624,200,50,1
4625,380,54,1
4626,0,31,0
4627,0,25,0
4628,40,37,1
4629,0,21,0
4630,0,37,0
4631,0,27,0
4632,0,20,0
4633,0,35,0
4634,180,45,1
4635,40,43,1
4636,40,33,1
4637,0,24,0
4638,0,37,0
4639,0,29,0
4640,40,34,1
4641,40,34,1
4642,0,31,0
4643,0,26,0
4644,0,27,0
4645,0,32,0
4646,0,30,0
4647,0,30,0
4648,0,32,0
4649,1200,49,1
4650,100,41,1
4651,40,33,1
4652,0,27,0
4653,40,37,1
4654,0,24,0
4655,0,27,0
4656,0,23,0
4657,0,28,0
4658,0,28,0
4659,0,26,0
4660,40,40,1
4661,0,38,0
4662,40,34,1
4663,460,66,1
4664,0,33,0
4665,0,24,0
4666,80,41,1
4667,0,29,0
4668,300,39,1
4669,0,23,0
4670,0,22,0
4671,0,32,0
4672,40,37,1
4673,0,27,0
4674,340,43,1
4675,0,23,0
4676,0,27,0
4677,140,47,1
4678,0,31,0
4679,80,36,1
4680,0,18,0
4681,0,27,0
4682,260,53,1
4683,0,30,0
4684,0,28,0
4685,0,24,0
4686,140,47,1
4687,0,29,0
4688,40,31,1
4689,0,38,0
4690,0,26,0
4691,0,28,0
4692,0,31,0
4693,40,37,1
4694,40,36,1
4695,240,48,1
4696,0,34,0
4697,120,40,1
4698,0,29,0
4699,0,28,0
4700,0,28,0
4701,0,26,0
4702,40,34,1
4703,0,25,0
4704,40,42,1
4705,40,33,1
4706,100,40,1
4707,0,24,0
4708,100,44,1
4709,40,36,1
4710,0,26,0
4711,0,40,0
4712,100,26,1
4713,0,18,0
4714,40,36,1
4715,0,21,0
4716,0,24,0
4717,100,20,1
4718,0,26,0
4719,0,28,0
4720,0,21,0
4721,40,32,1
4722,0,30,0
4723,40,32,1
4724,0,26,0
4725,100,44,1
4726,0,22,0
4727,280,50,1
4728,0,41,0
4729,100,25,1
4730,0,29,0
4731,0,27,0
4732,0,32,0
4733,0,28,0
4734,260,58,1
4735,780,55,1
4736,200,48,1
4737,40,34,1
4738,0,26,0
4739,0,29,0
4740,0,27,0
4741,0,35,0
4742,300,30,1
4743,100,29,1
4744,0,23,0
4745,100,34,1
4746,0,23,0
4747,0,21,0
4748,0,25,0
4749,0,37,0
4750,0,33,0
4751,0,36,0
4752,0,24,0
4753,200,27,1
4754,100,42,1
4755,80,38,1
4756,0,23,0
4757,40,39,1
4758,140,30,1
4759,80,32,1
4760,0,30,0
4761,340,33,1
4762,80,29,1
