,avg_moves,num_pos_games,reward,x
0,19.083969465648856,0.0,-232.772,1.0
1,19.23076923076923,0.0,-226.5768,2.0
2,19.37984496124031,0.0356,-231.5516,3.0
3,19.53125,0.0104,-234.422,4.0
4,19.23076923076923,0.018,-236.0292,5.0
5,19.37984496124031,0.01,-224.1768,6.0
6,19.23076923076923,0.0,-217.31,7.0
7,18.939393939393938,0.0288,-236.3132,8.0
8,19.37984496124031,0.0172,-221.0868,9.0
9,18.65671641791045,0.0084,-222.7084,10.0
10,18.65671641791045,0.0084,-218.7256,11.0
11,17.985611510791365,0.0076,-227.7064,12.0
12,18.115942028985508,0.006,-219.3372,13.0
13,17.857142857142858,0.008,-221.8372,14.0
14,17.24137931034483,0.0,-226.456,15.0
15,17.73049645390071,0.0,-223.5844,16.0
16,16.89189189189189,0.0,-222.208,17.0
17,17.24137931034483,0.016,-219.0852,18.0
18,16.89189189189189,0.0,-208.9368,19.0
19,16.556291390728475,0.0,-211.6756,20.0
20,16.129032258064516,0.0,-216.7428,21.0
21,16.33986928104575,0.0068,-211.4252,22.0
22,16.33986928104575,0.0,-220.9952,23.0
23,15.822784810126583,0.0,-219.0208,24.0
24,15.432098765432098,0.008,-218.8712,25.0
25,15.92356687898089,0.0,-214.4144,26.0
26,15.151515151515152,0.006,-212.9112,27.0
27,15.24390243902439,0.006,-209.04,28.0
28,15.527950310559007,0.0,-210.206,29.0
29,14.880952380952381,0.0064,-214.5108,30.0
30,15.24390243902439,0.0,-206.2052,31.0
31,14.880952380952381,0.0,-205.67,32.0
32,14.880952380952381,0.016,-204.374,33.0
33,14.792899408284024,0.0,-203.3912,34.0
34,14.124293785310735,0.0072,-214.2044,35.0
35,13.812154696132596,0.0068,-212.076,36.0
36,14.044943820224718,0.0,-202.9948,37.0
37,13.513513513513514,0.0,-206.882,38.0
38,13.513513513513514,0.0076,-209.8872,39.0
39,13.368983957219251,0.0,-211.2592,40.0
40,13.157894736842104,0.0,-214.198,41.0
41,13.157894736842104,0.0,-211.05,42.0
42,13.513513513513514,0.0,-199.044,43.0
43,12.820512820512821,0.0,-194.1836,44.0
44,12.690355329949238,0.0,-191.8736,45.0
45,12.437810945273633,0.0,-185.0956,46.0
46,12.254901960784315,0.0,-182.7776,47.0
47,12.56281407035176,0.0,-190.6312,48.0
48,12.254901960784315,0.0,-178.626,49.0
49,11.52073732718894,0.0,-180.0308,50.0
50,11.46788990825688,0.0,-162.7988,51.0
51,11.415525114155251,0.0,-168.8688,52.0
52,11.013215859030836,0.0,-159.6536,53.0
53,11.160714285714286,0.0,-160.538,54.0
54,10.775862068965518,0.0,-158.9248,55.0
55,10.683760683760683,0.0,-154.4816,56.0
56,10.729613733905579,0.0,-155.7592,57.0
57,11.160714285714286,0.0,-160.9728,58.0
58,10.638297872340425,0.0,-151.0656,59.0
59,10.460251046025105,0.0,-150.4748,60.0
60,10.729613733905579,0.0,-149.1176,61.0
61,10.775862068965518,0.0,-156.7568,62.0
62,10.330578512396695,0.0,-138.3796,63.0
63,10.460251046025105,0.0,-147.6896,64.0
64,10.504201680672269,0.0,-139.1428,65.0
65,11.013215859030836,0.0,-142.9812,66.0
66,11.46788990825688,0.0,-154.8408,67.0
67,10.964912280701755,0.0,-142.3064,68.0
68,11.160714285714286,0.0056,-153.08,69.0
69,10.822510822510823,0.0,-132.3308,70.0
70,9.765625,0.0,-129.25,71.0
71,9.293680297397769,0.0,-127.1492,72.0
72,9.057971014492754,0.0,-119.368,73.0
73,8.992805755395683,0.0,-120.4752,74.0
74,8.80281690140845,0.0,-123.546,75.0
75,8.896797153024911,0.0,-117.0876,76.0
76,9.090909090909092,0.0,-116.2164,77.0
77,9.025270758122744,0.0,-107.996,78.0
78,9.25925925925926,0.0,-107.5992,79.0
79,9.124087591240876,0.0,-106.4244,80.0
80,9.328358208955224,0.0,-103.8072,81.0
81,10.0,0.0,-109.4264,82.0
82,10.416666666666666,0.0,-109.9176,83.0
83,11.061946902654867,0.0,-118.4384,84.0
84,13.227513227513228,0.0,-143.1212,85.0
85,12.01923076923077,0.0,-114.9096,86.0
86,11.312217194570136,0.0,-108.372,87.0
87,10.204081632653061,0.0,-102.0104,88.0
88,10.683760683760683,0.0,-104.3484,89.0
89,10.416666666666666,0.0,-106.2236,90.0
90,10.121457489878543,0.0,-106.8976,91.0
91,10.504201680672269,0.0,-106.8308,92.0
92,12.195121951219512,0.0,-113.4912,93.0
93,13.966480446927374,0.0,-126.6872,94.0
94,15.060240963855422,0.0,-129.5596,95.0
95,14.45086705202312,0.0,-134.7784,96.0
96,15.432098765432098,0.0,-150.804,97.0
97,13.020833333333334,0.0,-129.7744,98.0
98,12.254901960784315,0.0,-108.8356,99.0
99,16.025641025641026,0.0,-118.1336,100.0
100,12.820512820512821,0.0,-114.8068,101.0
101,10.822510822510823,0.0,-104.274,102.0
102,10.330578512396695,0.0,-104.6224,103.0
103,10.504201680672269,0.0,-116.8296,104.0
104,12.5,0.0,-144.214,105.0
105,12.01923076923077,0.0,-130.9144,106.0
106,11.961722488038278,0.0,-117.8468,107.0
107,15.337423312883436,0.0,-117.966,108.0
108,15.432098765432098,0.0,-124.136,109.0
109,16.129032258064516,0.0,-155.7528,110.0
110,13.812154696132596,0.0,-156.1432,111.0
111,10.37344398340249,0.0,-118.458,112.0
112,10.121457489878543,0.0,-103.7668,113.0
113,10.2880658436214,0.0,-105.3092,114.0
114,10.683760683760683,0.0,-112.926,115.0
115,10.16260162601626,0.0,-108.7716,116.0
116,10.548523206751055,0.0,-109.5268,117.0
117,10.504201680672269,0.0,-114.9816,118.0
118,13.089005235602095,0.0,-138.7024,119.0
119,11.904761904761905,0.0,-140.9192,120.0
120,10.37344398340249,0.0056,-101.97,121.0
121,10.964912280701755,0.0,-109.7704,122.0
122,15.432098765432098,0.0,-138.0672,123.0
123,14.285714285714286,0.0,-172.542,124.0
124,10.683760683760683,0.0,-110.7844,125.0
125,9.727626459143968,0.0,-109.4292,126.0
126,9.22509225092251,0.0,-107.4524,127.0
127,8.389261744966444,0.0,-113.922,128.0
128,8.090614886731391,0.0,-115.6136,129.0
129,8.741258741258742,0.0,-112.398,130.0
130,10.0,0.0,-107.2564,131.0
131,10.775862068965518,0.0,-114.63,132.0
132,13.227513227513228,0.0,-137.084,133.0
133,14.285714285714286,0.0,-150.5452,134.0
134,14.124293785310735,0.0,-124.1272,135.0
135,12.254901960784315,0.0,-105.3028,136.0
136,13.736263736263735,0.0,-104.2468,137.0
137,14.534883720930232,0.0,-112.7432,138.0
138,13.966480446927374,0.0,-112.3196,139.0
139,11.26126126126126,0.0,-94.5012,140.0
140,10.729613733905579,0.0,-99.69,141.0
141,9.920634920634921,0.0,-97.5104,142.0
142,9.293680297397769,0.0,-99.6184,143.0
143,9.057971014492754,0.0,-102.6544,144.0
144,8.80281690140845,0.0,-103.0684,145.0
145,8.896797153024911,0.0,-102.5544,146.0
146,9.469696969696969,0.0,-106.2332,147.0
147,10.775862068965518,0.0,-111.7152,148.0
148,13.368983957219251,0.0,-116.8816,149.0
149,16.778523489932887,0.0,-143.0128,150.0
150,14.970059880239521,0.0,-148.822,151.0
151,14.45086705202312,0.0,-129.4136,152.0
152,14.705882352941176,0.0,-126.7924,153.0
153,15.060240963855422,0.0,-118.4164,154.0
154,15.337423312883436,0.0,-134.6272,155.0
155,14.285714285714286,0.0,-145.53,156.0
156,15.060240963855422,0.0,-113.7988,157.0
157,15.92356687898089,0.0,-108.3864,158.0
158,15.337423312883436,0.0,-113.9,159.0
159,12.56281407035176,0.0,-111.602,160.0
160,12.755102040816327,0.0,-113.1292,161.0
161,14.792899408284024,0.0,-115.234,162.0
162,16.556291390728475,0.0,-121.7568,163.0
163,15.723270440251572,0.0,-133.6028,164.0
164,12.755102040816327,0.0,-107.7804,165.0
165,11.52073732718894,0.0,-101.8604,166.0
166,11.415525114155251,0.0,-100.3016,167.0
167,10.964912280701755,0.0,-101.0824,168.0
168,11.26126126126126,0.0,-117.9244,169.0
169,14.534883720930232,0.0,-144.9476,170.0
170,15.337423312883436,0.0,-156.944,171.0
171,15.527950310559007,0.0,-119.9076,172.0
172,17.123287671232877,0.0,-114.9544,173.0
173,15.432098765432098,0.0,-114.9412,174.0
174,15.527950310559007,0.0,-134.736,175.0
175,15.527950310559007,0.0,-141.7092,176.0
176,13.736263736263735,0.0104,-116.4832,177.0
177,14.044943820224718,0.0,-108.8608,178.0
178,16.129032258064516,0.0,-128.9452,179.0
179,16.666666666666668,0.0,-112.8784,180.0
180,15.337423312883436,0.0,-98.8208,181.0
181,15.060240963855422,0.0,-102.2504,182.0
182,14.792899408284024,0.0,-102.5752,183.0
183,13.440860215053764,0.0,-98.0812,184.0
184,12.195121951219512,0.0,-96.4004,185.0
185,13.157894736842104,0.0,-102.6792,186.0
186,15.822784810126583,0.0,-124.5224,187.0
187,16.556291390728475,0.0,-182.1016,188.0
188,15.92356687898089,0.0,-165.5344,189.0
189,10.964912280701755,0.0,-116.7664,190.0
190,9.191176470588236,0.0,-106.1388,191.0
191,8.992805755395683,0.0,-107.9868,192.0
192,8.771929824561404,0.0,-109.9816,193.0
193,9.398496240601503,0.0,-99.994,194.0
194,10.91703056768559,0.0,-102.2492,195.0
195,12.88659793814433,0.0,-112.3604,196.0
196,17.36111111111111,0.0,-127.9404,197.0
197,16.89189189189189,0.0,-145.0444,198.0
198,17.857142857142858,0.0136,-139.8956,199.0
199,16.025641025641026,0.0168,-127.612,200.0
200,14.367816091954023,0.0,-115.47,201.0
201,10.869565217391305,0.0,-106.654,202.0
202,8.928571428571429,0.0,-107.0112,203.0
203,8.960573476702509,0.0,-107.7028,204.0
204,9.433962264150944,0.0,-96.8232,205.0
205,10.080645161290322,0.0,-91.0588,206.0
206,10.775862068965518,0.0,-93.7092,207.0
207,11.904761904761905,0.0,-98.4448,208.0
208,13.089005235602095,0.0,-99.9484,209.0
209,15.527950310559007,0.0,-116.7148,210.0
210,15.92356687898089,0.0,-123.8904,211.0
211,15.723270440251572,0.0,-134.7636,212.0
212,15.723270440251572,0.0,-120.0524,213.0
213,14.619883040935672,0.0,-113.008,214.0
214,12.953367875647668,0.0,-109.9388,215.0
215,12.077294685990339,0.0,-107.7216,216.0
216,12.5,0.0,-104.0396,217.0
217,16.666666666666668,0.0,-117.7496,218.0
218,16.89189189189189,0.0,-109.6824,219.0
219,14.285714285714286,0.0,-97.3084,220.0
220,13.297872340425531,0.0,-94.8708,221.0
221,12.953367875647668,0.0,-91.8768,222.0
222,12.31527093596059,0.0,-93.694,223.0
223,15.527950310559007,0.0304,-97.5416,224.0
224,16.778523489932887,0.0,-101.3952,225.0
225,16.778523489932887,0.0192,-101.246,226.0
226,18.248175182481752,0.02,-100.4152,227.0
227,15.527950310559007,0.0,-111.8444,228.0
228,14.534883720930232,0.0,-100.2148,229.0
229,14.124293785310735,0.0,-97.9232,230.0
230,14.285714285714286,0.0,-101.3344,231.0
231,12.437810945273633,0.0,-90.0812,232.0
232,13.58695652173913,0.0,-97.354,233.0
233,17.006802721088434,0.0,-104.414,234.0
234,19.23076923076923,0.0,-125.2704,235.0
235,18.38235294117647,0.0,-142.0352,236.0
236,17.24137931034483,0.0,-115.4,237.0
237,18.65671641791045,0.0,-131.4576,238.0
238,18.65671641791045,0.0112,-126.6172,239.0
239,16.778523489932887,0.0,-130.6368,240.0
240,17.857142857142858,0.0,-144.5148,241.0
241,17.006802721088434,0.0,-130.422,242.0
242,16.44736842105263,0.0,-124.0944,243.0
243,15.723270440251572,0.0,-150.4488,244.0
244,15.432098765432098,0.0,-120.9232,245.0
245,18.51851851851852,0.0104,-144.634,246.0
246,16.233766233766232,0.0136,-134.8964,247.0
247,11.52073732718894,0.0,-109.9644,248.0
248,9.765625,0.0,-101.1724,249.0
249,8.896797153024911,0.0,-102.8272,250.0
250,9.363295880149813,0.0,-101.5204,251.0
251,11.312217194570136,0.0,-109.9632,252.0
252,15.24390243902439,0.0,-156.0968,253.0
253,16.778523489932887,0.0,-171.1172,254.0
254,14.619883040935672,0.0,-118.198,255.0
255,14.880952380952381,0.0,-124.2856,256.0
256,13.736263736263735,0.0,-101.3176,257.0
257,13.966480446927374,0.0,-97.7924,258.0
258,13.368983957219251,0.0,-90.9712,259.0
259,14.534883720930232,0.0,-93.5,260.0
260,16.89189189189189,0.0,-103.6972,261.0
261,17.36111111111111,0.0,-98.0992,262.0
262,15.723270440251572,0.0,-93.1304,263.0
263,14.367816091954023,0.0,-96.4968,264.0
264,13.368983957219251,0.0,-103.668,265.0
265,12.01923076923077,0.0,-111.4948,266.0
266,10.37344398340249,0.0052,-101.8244,267.0
267,10.869565217391305,0.0,-92.8328,268.0
268,10.245901639344263,0.0,-96.5944,269.0
269,9.84251968503937,0.0056,-97.2412,270.0
270,9.84251968503937,0.0,-97.79,271.0
271,10.080645161290322,0.0036,-91.9004,272.0
272,10.460251046025105,0.0,-87.9072,273.0
273,10.869565217391305,0.0,-89.73,274.0
274,13.66120218579235,0.0,-108.5504,275.0
275,16.556291390728475,0.0,-115.9828,276.0
276,17.006802721088434,0.0,-106.426,277.0
277,16.44736842105263,0.012,-98.8488,278.0
278,16.778523489932887,0.0,-104.4764,279.0
279,18.939393939393938,0.0,-112.3884,280.0
280,19.23076923076923,0.0104,-98.9816,281.0
281,17.006802721088434,0.0,-97.1264,282.0
282,12.88659793814433,0.0,-91.194,283.0
283,12.626262626262626,0.0,-88.4876,284.0
284,12.626262626262626,0.0,-93.1632,285.0
285,15.337423312883436,0.0,-110.8392,286.0
286,16.233766233766232,0.0,-122.0072,287.0
287,15.625,0.0,-109.8752,288.0
288,17.36111111111111,0.0,-103.0584,289.0
289,17.73049645390071,0.0,-125.8408,290.0
290,16.44736842105263,0.0,-110.9984,291.0
291,17.24137931034483,0.0,-108.3388,292.0
292,16.556291390728475,0.0,-111.7436,293.0
293,14.619883040935672,0.03,-93.8708,294.0
294,13.66120218579235,0.014,-98.7848,295.0
295,11.210762331838565,0.0068,-92.656,296.0
296,10.59322033898305,0.0,-93.5836,297.0
297,10.330578512396695,0.0056,-95.464,298.0
298,10.245901639344263,0.0,-88.646,299.0
299,12.01923076923077,0.0,-90.6508,300.0
300,15.92356687898089,0.0084,-106.7592,301.0
301,15.822784810126583,0.0,-118.7212,302.0
302,15.92356687898089,0.0,-105.9068,303.0
303,17.123287671232877,0.0,-106.6792,304.0
304,17.482517482517483,0.0,-120.7632,305.0
305,19.083969465648856,0.0108,-109.0064,306.0
306,17.6056338028169,0.0,-98.6928,307.0
307,19.68503937007874,0.0,-106.9884,308.0
308,18.796992481203006,0.0,-109.4744,309.0
309,17.73049645390071,0.0,-122.7548,310.0
310,14.204545454545455,0.0,-101.246,311.0
311,11.961722488038278,0.0,-92.2272,312.0
312,9.727626459143968,0.0,-99.0984,313.0
313,9.363295880149813,0.0,-98.372,314.0
314,9.9601593625498,0.006,-90.202,315.0
315,11.26126126126126,0.0056,-85.2324,316.0
316,12.376237623762377,0.0,-100.2268,317.0
317,15.151515151515152,0.0136,-114.6512,318.0
318,17.123287671232877,0.0072,-122.2728,319.0
319,16.129032258064516,0.0068,-130.4784,320.0
320,17.006802721088434,0.0104,-111.4464,321.0
321,18.796992481203006,0.0,-124.266,322.0
